fen,best
2k5/p1r5/3Q4/nb1Bp1P1/1nR5/B6p/2P4P/4N2K w - - 3 44,d6c7
3r1R2/4k3/q3p2p/pP1pP1PP/1PbP3R/5QP1/N5K1/6N1 w - - 2 53,f3f7
rn1qkbnr/p1ppp2p/b7/5Pp1/1p6/1P5P/P1PPQPP1/RNB1KBNR w KQkq g6 0 6,e2h5
1nb3n1/1p1p4/2NkP1pr/r1p1b2p/p1P2Np1/PPQ5/3PP1BP/R1B2K1R w - - 6 24,c3e5
2Nk4/B2P4/8/PK6/1p2b2p/7P/3R1r2/8 w - - 5 91,a7b6
r1bqkbnr/ppppp2p/5p2/n5p1/8/2P1P1PP/PP1P1P2/RNBQKBNR w KQkq - 0 5,d1h5
2R1B1k1/8/3P3P/5P2/3K1P2/8/8/8 w - - 13 94,e8g6
2bb4/5pr1/4pP1k/p2r2p1/1r1PB3/6Pp/3B2QP/5K1R w - - 2 60,g2h3
3k2q1/2R5/p3p2b/2p1B1p1/2P5/1R1K2p1/4r3/1N6 w - - 3 56,b3b8
2r4n/8/1pp2Q1p/qBPk1p2/P6P/1p1P3N/5KPR/2b5 w - - 2 48,f6d6
5k2/8/8/4R2B/P2B4/3K4/1b6/8 w - - 11 90,e5e8
k7/p1p2r2/3R2rp/1bBp1pN1/1P2p3/2N3p1/Q3P1BP/3K3R w - - 5 41,a2a7
5R1N/8/P7/8/8/2K5/b7/2k5 w - - 15 153,f8f1
4r3/pB3r2/8/2b1p3/P1k1p2p/5Q2/3B2K1/8 w - - 7 61,f3c3
8/8/k3K3/4Rp2/2N4R/8/6B1/8 w - - 11 103,e5a5
rnbqkbnr/2ppp3/pp5p/5pp1/2B1P3/6PN/PPPP1P1P/RNBQK2R w KQkq - 0 6,d1h5
8/5B1k/N7/RR6/3B2K1/P7/8/8 w - - 5 105,b5h5
r6k/2B1qpp1/3p1P2/2P1pP1r/2p1K2p/R4NQ1/4PR1P/3N4 w - - 2 43,g3g7
2k2br1/2pn1pp1/3Qp2p/3b4/1r1PP3/P3K1BN/5PP1/1N3BR1 w - - 1 39,d6c7
2B3b1/k7/8/p7/1QP5/6r1/3RN3/4K3 w - - 9 83,b4b7
1k5N/3R4/5P2/1rR1R3/8/4p3/8/Bn1K4 w - - 10 94,e5e8
1R5r/p2k1p2/n4R1Q/P1prP3/3P3p/6p1/8/5K2 w - - 2 80,f6f7
1rb4r/p1k2pb1/np1p1B2/1pnQ2p1/P4N2/3P2P1/1P3PBP/RN2K2R w KQ - 0 20,d5c6
6kr/2q1R1p1/2Rr2P1/2Pb1p1p/P1P2P1P/2Bp2KN/3P4/6N1 w - - 1 56,e7e8
2K5/8/4k1P1/2Q5/8/6B1/8/8 w - - 3 173,c5e5
8/1b3q2/2p5/pBPr3R/P3pkp1/1r2pnN1/2K5/b7 w - - 21 73,g3e2
Bnb2kqr/4n1b1/1p2R2p/NP6/1Q1p1pp1/p1P4P/P2P3K/RN6 w - - 0 39,b4e7
3b4/1R1R4/1Q6/1p6/1p2Q3/1P6/4b2K/4k3 w - - 6 102,b6g1
8/p7/8/8/k7/8/1QK5/2R5 w - - 4 98,c1a1
6k1/7p/P1pr1Q2/2NP3P/P1P4P/3bpK2/RB6/2R5 w - - 1 61,f6g7
4rqr1/pbp1k2p/2Qp1pp1/4pPB1/2p3P1/N1bP1N2/P3P2P/R2K3R w - - 1 30,c6c7
rnbqkbnr/2ppp3/p4ppp/1p5Q/5P2/2P1P2N/PP1P2PP/RNB1KB1R w KQkq - 0 6,h5g6
r5qr/p2p2Bk/7b/2p2P1p/p1P2Q2/R2P1bPP/1PKNN1B1/1n5R w - - 0 25,f4h6
R7/8/1kr5/4Q2p/1P6/p4n2/K7/3N4 w - - 12 98,e5b8
4k1B1/2R5/4P3/3Pb3/8/2p4q/n7/1R2K3 w - - 11 72,b1b8
4r3/rpp5/1Q2b1B1/nP1k4/P2P3p/1N3p1p/1R1K4/5R2 w - - 11 48,b6c5
2r5/2bB4/1kpB1p2/N6p/PP1P3R/2n5/1K6/1R3Q2 w - - 1 54,d6c5
1NR1b1n1/6nr/8/P1p1Q2p/P4pk1/b1K2p2/3PN3/1r3B2 w - - 4 53,e5f4
R3nk2/6b1/1P4B1/3p3p/1rp2K2/N2R3b/1P6/8 w - - 9 60,a8e8
4k3/7B/2KQ4/8/8/8/8/8 w - - 5 156,h7g6
3b1kr1/1Q3r2/p6p/2Pp2p1/2P5/p3K1PP/P1P5/RN3R2 w - - 3 41,b7f7
6k1/1B4rp/7b/2P2QP1/1pn5/6n1/2K1N3/R7 w - - 0 64,a1a8
5kr1/r3p1bn/7N/7p/QPBR1PbP/Pn5N/6R1/1K6 w - - 1 39,d4d8
4kb1r/4pp2/2P5/Qb1P3n/2N2P1P/1p4P1/3R2B1/R1B1K3 w - - 1 40,a5a8
4B2k/7p/7K/5RnP/3rP3/3p3r/8/5N1Q w - - 18 76,f5f8
rRb1kb2/1p1p3N/p6r/3p1Q2/2P4P/4PPP1/P2P4/RN2K2R w KQ - 1 25,f5f8
4k3/n5R1/8/6P1/Pp1n4/1Pp2N1R/2P5/3K4 w - - 5 62,h3h8
8/2b5/P6r/k4p2/B2K4/1Q6/8/2q5 w - - 4 109,b3b5
8/7p/5R1b/rk1n3P/1p2N3/1P2p1p1/2NP4/n4K2 w - - 2 56,c2d4
r1k2b1r/3nR3/Np3p1n/4p3/1p2q2P/P3BP2/2P1P3/1R1QKBN1 w - - 6 33,d1d7
3kr1n1/1pq3pN/p2p1PQ1/7p/2PN2PP/6Pn/8/3BRK1R w - - 1 48,g6e8
r1bqkbnr/ppppp2p/2n5/5pp1/2P5/4P3/PP1P1PPP/RNBQKBNR w KQkq - 0 4,d1h5
r3k1rR/8/1qppBB2/3P4/P3P2p/8/4n3/3RK1N1 w - - 1 49,h8g8
7k/4N1p1/4P1P1/1rp1n3/P3P3/1R2K3/4Q2P/2B2r2 w - - 0 50,e2h5
1B6/8/6pk/4P3/1N1p4/r6n/2Q5/4K1R1 w - - 8 123,c2g6
2n2kn1/R4b1p/5Q2/7P/4BK2/q7/P4bN1/8 w - - 13 82,f6f7
r7/qb3r2/p3B3/4nPp1/4p2p/4P1k1/1Q5n/b5K1 w - - 3 53,b2g2
2b3k1/rp2Q2p/Pn1r3P/4np2/5Pq1/BPNP3N/2P2K1P/7R w - - 2 42,e7e8
1k6/p2P4/P7/1K6/8/3n4/8/8 w - - 1 163,d7d8q
1r2k3/1ppbpp1r/8/pqP3QB/P4P1n/RNbPP1Pp/7P/1NB2RK1 w - - 1 33,g5g8
1nbqkbnr/1p1pp2p/r1p2p2/p5p1/4P3/P2P3N/1PPB1PPP/RN1QKB1R w KQk - 0 6,d1h5
4kbnr/1b4p1/rpnQ2qp/4N1P1/4PpRP/p1PP1P2/P6K/R1B2B2 w - - 1 28,d6d7
3rr3/p3k2n/4P1Q1/2p2ppp/PpN2Pn1/1N1p2PP/1P1K3R/5R2 w - - 0 43,g6f7
1r3br1/pk2p3/2n2npp/6P1/2QPB2P/B1P1P2N/N1K2P2/5R1R w - - 6 33,c4c6
8/6Q1/2p5/3kp2p/5Bp1/P7/4B2K/3rNR2 w - - 2 44,g7e5
1r3k2/5q1p/4p3/1np5/p1KP2Pb/P2BrQ2/1P4P1/RN2NR2 w - - 0 44,f3f7
8/4QP2/k7/1p4R1/pP1pP3/P2P2P1/8/1K3b2 w - - 0 81,g5g6
6Q1/8/kp1R4/p3p1N1/P3P3/2p4K/4n1B1/8 w - - 7 75,g8a8
r2qkbnr/ppp1pp1p/n2p4/4N1pQ/3P4/4P1Pb/PPP2P1P/RNB1KB1R w KQkq - 5 7,h5f7
rnbqkb1r/1pp1p2p/p3BP2/3p2p1/8/5PP1/PPPP3n/RNBQK1NR w KQkq - 0 8,f6f7
b1n1rB2/8/1p4k1/5q1p/pP2QPPP/3p4/P7/RN2RK2 w - - 1 41,e4f5
7k/2qnp1r1/1p3Q1P/1Ppn3P/4B3/r4P2/8/5KbR w - - 1 65,f6g7
r7/6B1/P1k2p2/n3P1Pp/2B5/1p1Q1p2/N7/2RKR3 w - - 1 54,d3d6
3k4/1b3R2/3N4/p5p1/P2P4/8/8/2BK4 w - - 10 78,c1g5
4rbnr/1q2pkp1/p7/1ppp1P1p/P1nP1Pp1/2B2N2/RPP1QK1P/5BNR w - - 2 21,e2e6
br6/3Q4/3P2pk/2K4p/B4b1P/1pB3P1/8/8 w - - 5 73,d7g7
2b1k1qQ/3p1p2/Br1Pp3/1pp4p/1BP2pn1/8/3P1NPP/RN1K3R w - - 0 24,h8g8
6Q1/8/8/3R4/p7/7k/8/5K2 w - - 2 113,d5h5
q1bn1k2/2P3p1/3Np3/np3p1r/3p3P/BB1PP2R/4K3/R7 w - - 5 38,c7d8q
4kb1r/rQ3p1p/2pP3n/4ppNb/Pn2P3/1P6/3PB1PP/R1BK3R w - - 1 28,b7c8
1R4r1/5N2/6R1/7k/6p1/1K6/8/8 w - - 23 106,g6h6
4k3/8/3Q4/8/P7/1p3R2/5B2/5nK1 w - - 3 87,f3f8
2k2rQ1/6R1/Pn1RP3/2pp1p1B/1n6/6PN/bb6/5K2 w - - 5 67,g8f8
3R4/8/8/6B1/8/6K1/8/6k1 w - - 31 125,d8d1
7Q/4k3/2K4R/6R1/8/8/8/4r3 w - - 5 112,g5g7
4b3/kpQ3P1/5r2/2N3p1/p6n/P7/8/3K4 w - - 5 90,c7b7
8/6br/n2p1R1p/p4pnk/r3P2p/6P1/3BK1RQ/1N6 w - - 4 46,h2h4
4k3/1Q1b4/n1p4p/2P1r1bP/3pp3/P6B/3P4/1RB1NRK1 w - - 2 52,b7d7
3rB2r/p1p1k3/P3n3/1pP1p2n/1P4P1/3pK3/R1p3P1/5Q2 w - - 6 49,f1f7
2k2r1b/2p5/4NPp1/n7/P1Q1PR2/1p1Pp1K1/8/2B3N1 w - - 3 47,c4c7
2bk4/5Q1p/4p2P/1p2P2P/3p4/p2P2RK/P1N3P1/6N1 w - - 2 47,g3g8
5k2/2p2Brp/1p3P2/2PpN1RP/1n2bp2/R7/3n1K2/8 w - - 3 45,a3a8
r2k4/p2b3r/np1Q3n/1N2p1pp/PpB1Pp1P/4b3/2K2PP1/3R2N1 w - - 0 27,d6f8
8/8/6K1/8/5k2/7R/8/3Q4 w - - 14 152,d1d4
3k1bn1/r1p1p1pr/p1Q5/P2P4/4n2P/1R4P1/3P1PR1/qN4K1 w - - 6 46,b3b8
Q7/2krB3/8/3Bp2P/2p1P1p1/8/7b/3K4 w - - 1 90,a8b7
2k1Nb2/3n4/3Q2pB/pp2p1P1/2p2p2/1b3P1R/2PKP1B1/RN6 w - - 0 39,d6c7
rnbq3r/pp1p2p1/2p1pp2/2b1k3/P3P1Qp/1PP1P1PP/1B2KP2/RN3BNR w - - 0 14,g4f4
2b1k3/3pP1b1/3P4/1p5p/1P5P/6p1/K1B3P1/3n3n w - - 1 67,c2g6
1r2bkn1/5rb1/3p2p1/p3p2p/P3PN1P/2K1PN2/1P4P1/R1BB1R2 w - - 10 32,f4g6
r1bqkbnr/pppnp3/3p1p1p/6p1/4P2P/N1P4N/PP1P1PPR/R1BQKB2 w Qkq - 0 7,d1h5
3Rr3/6p1/6p1/Pp5k/PK1P4/4RqQ1/Q7/6B1 w - - 1 64,a2h2
2bBk2b/2qp1p1r/r6p/pPQ1p3/P5pP/1P3nPR/1K2P3/1R3BN1 w - - 13 30,c5e7
1r5Q/1p3N2/4p1k1/2p1ppb1/2PN1p1p/3P4/n1RBb3/4K3 w - - 5 47,f7e5
2r5/b1P4p/Q4p1B/6r1/1P1k1PP1/P7/2K1P1BP/1R4NR w - - 1 53,a6d3
r1k2br1/5Q1p/3p4/3Np2P/q1pPP3/2Pn1N2/1P6/1RB2K2 w - - 3 35,f7c7
2k5/8/1QK4P/8/8/8/4b3/8 w - - 37 175,b6c7
8/3R4/8/4b3/3p4/1KN5/R3p1N1/2k2q2 w - - 12 91,a2c2
2bk4/4br2/p1Bppp2/1PB2n1p/P4P2/1P6/5r2/2RK2R1 w - - 4 47,c5b6
1R6/1Bp5/7B/p4P1p/k1b5/2Q4p/2NK1n1N/8 w - - 3 73,c3c4
r6N/6rk/p1Rp3p/1p1p4/2p2pQb/2P3R1/4KPP1/1n6 w - - 0 47,g4g7
rnbqkbnr/1pppp1p1/5p2/p6p/1P6/2P5/PBQPPPPP/RN2KBNR w KQkq - 0 5,c2g6
8/8/8/1Q5b/2N1k3/3q4/5K2/8 w - - 0 149,b5e5
r2k3B/3b4/3p3n/pP5p/1R6/2RN1NP1/7K/4Q3 w - - 1 42,h8f6
B2r3q/P7/kp1N4/6pp/6Pb/2Q5/1B6/K3R3 w - - 0 63,c3a3
7k/3R4/R7/8/8/5n2/K7/8 w - - 4 125,a6a8
r2r4/pp5n/B2k1NpB/2pPpP1p/3PP2P/P1Q2P1N/P7/R2K1R2 w - - 1 31,c3c5
2R5/8/2n4k/8/1pB4K/P7/5nQ1/7R w - - 17 89,c8h8
3rkr2/2p3b1/P2B3p/Pn6/2Qp1pKp/1P4P1/8/R4NR1 w - - 0 52,c4e6
7Q/1R6/8/8/k7/P2K4/2N5/8 w - - 4 126,h8a8
5kn1/4r3/8/n2Bp3/3pP1R1/Np1P4/Rb3K2/8 w - - 6 62,g4g8
1nb5/2p2Q2/rp3n1k/pPrpp3/q6P/P3PR2/1R1PN3/4K3 w - - 0 46,f3f6
4k3/Q7/3B4/3K4/4P1p1/6n1/4n3/8 w - - 6 102,a7e7
3R2Q1/1k6/3n3P/2R5/N4p2/3B3R/3K2P1/qr6 w - - 0 85,d8d7
2n1kb2/5pp1/3P4/p4Q1P/1r1B3R/8/2P1r3/3K2N1 w - - 0 49,f5c8
1k6/1r6/Q7/N6b/3P1P2/P7/Rp1Kp3/2B5 w - - 4 83,a6b7
rnbqk1n1/p1pp1ppr/8/1P2N2p/4P3/bQ5P/PP1P1PPR/RNB1KB2 w Qq - 1 9,b3f7
6n1/N6r/1p2bP2/k2p1P2/pp2pK1p/1PP2N1P/3r4/R7 w - - 8 63,a1a4
7Q/3b4/2n2bk1/2P3pR/p3rpP1/3K4/8/n4B2 w - - 1 61,h8h7
rn1q2Bk/7b/pp6/1p1p2pp/PPP1Q1P1/3P3P/5PR1/R4KNB w - - 3 34,e4h7
1k6/2b3r1/R7/8/p1K1B2p/N5B1/8/8 w - - 4 114,a6a8
B2k3N/4pr2/4Pnpb/2P3p1/1Q1p2P1/2NP4/R2K4/2r5 w - - 7 59,b4b8
2k5/R7/p1PP3p/P3p2P/5p2/7p/4Kb2/8 w - - 1 70,a7a8
rnk2r2/2p3p1/p2QN3/3bp2p/1Pp1p1nb/R1P1P1q1/1BKP3R/8 w - - 7 40,d6c7
1nbqk1n1/2b1p3/2rp3r/ppN2pPP/P6P/RQP4B/1P1PP3/1NBK3R w - - 1 19,b3g8
2QB4/k7/p1p5/Pn1p4/bP6/5P2/2P4K/1R6 w - - 5 66,d8b6
8/Pkb3n1/2p5/1pP3Pp/8/2Nr4/R4P2/4K3 w - - 3 72,a7a8q
2b2k2/5r2/1pp1p3/3R1N1p/1NP3Bp/6p1/PK6/5R2 w - - 8 63,d5d8
1R6/k3r3/8/5B2/2BN4/3P4/8/5K2 w - - 1 131,d4c6
1r6/1p5r/3Q1P2/1k4n1/2b4p/5P1P/6P1/RN2K1NR w - - 0 44,b1c3
2rq1bn1/2pk2p1/4pQR1/p1Pp2p1/pP3P2/BR1P1n2/6r1/1N1K2N1 w - - 10 33,f6e6
2Q2bnr/7p/3ppk2/p1nP1ppP/P2P1P2/2K3P1/R3BR2/1r4NQ w - - 1 42,c8f8
1R1q1k2/3R4/8/8/5p2/2b1b3/8/1K6 w - - 3 102,b8d8
4k3/4r3/1p2P2P/pPRP2n1/3P1rP1/8/2K5/6R1 w - - 7 72,c5c8
1r1q1bnr/pp1bnkpp/3pppN1/1Np4P/P4P2/RP4PR/2PPP3/2BQKB2 w - - 0 15,b5d6
5k2/2R5/5PK1/p6P/8/1P6/8/8 w - - 5 137,c7c8
5bnr/qb1n2p1/1r2pp2/pPkp3p/5PPP/2NPPB2/2P2K1R/1RBQ2N1 w - - 1 22,c1a3
3q1b1r/2R5/3kb2p/2pPnpp1/4P3/3B4/nPQ3RP/2BK4 w - - 4 41,c2c5
4b1kr/6Bp/3r2p1/1pnp4/pP1pP3/P5PR/2K5/1N3Q2 w - - 8 53,f1f8
8/3b4/p5pk/1r4p1/1P1Q3p/1NP5/4P1N1/6KR w - - 5 44,d4h8
b4k2/N1N4r/3R1B2/6Pp/5p1P/1B1p4/3P4/3K2R1 w - - 4 67,d6d8
8/1BR5/3pk1n1/b2rppPn/3p1p2/pP5P/3RP3/4K2N w - - 6 45,b7c8
1q1k4/p1r2p2/1pB3nr/1Pb2N1p/5pP1/7P/8/4RK2 w - - 1 52,e1e8
4R3/2N4k/Q7/p4p1p/P4K1P/1n1p1P2/6B1/BR6 w - - 0 61,e8h8
6k1/Q7/6P1/6K1/8/5r1b/1B6/4b3 w - - 11 69,a7g7
2r1k2b/4n3/1p3B2/5r1p/p5Pp/P1p2P2/b3Q3/RN2K2R w - - 1 38,e2e7
8/rq6/p1Q4p/P3pkp1/3pR3/7N/2R4B/7K w - - 3 65,c2f2
r1bq1bnr/1pp1p1pk/1Q6/2B2p1p/3P4/1P3NP1/P3PPnP/RNK2B1R w - - 3 16,f3g5
2r3B1/1n3Q2/N2k3B/p7/P1p3np/2R5/1bN3K1/8 w - - 10 71,f7e6
2qb4/2r3R1/1p2pk2/p2p1p1p/1B1P1P1P/5KN1/n7/3n4 w - - 6 63,g3h5
1nb1B1kr/rp2Q2p/8/R3ppp1/1P2PP2/8/1PP4P/2B1K1Nn w - - 0 24,e7f7
kn2N3/p7/P7/4r3/1p5p/1K5P/8/8 w - - 7 81,e8c7
8/6Q1/8/p2B4/P7/8/K4b1k/8 w - - 25 181,g7g2
6R1/8/1b2r2k/5K2/N3p3/2P5/4R3/8 w - - 5 123,e2h2
1r3b2/1pp4n/2k4p/3bQPr1/2N1P3/2P2P2/PPK5/2nRR3 w - - 1 33,e5d5
3Q4/7k/2R5/1p6/1P6/1P6/1K6/4R3 w - - 3 99,e1e7
8/B7/1N1p1p2/1P4rn/1P1P1kBP/3K4/6R1/3R4 w - - 7 59,d1f1
6k1/5N2/4P3/2R2N2/2K5/4R2R/1b5P/n7 w - - 5 92,c5c8
1rbr4/pp2n1b1/2n1p2p/2pk4/2Np4/PPPPPPQ1/3B2P1/R3KB1R w Q - 5 24,e3e4
4rr2/5q1p/b4p1P/1k4p1/p1R1pPP1/6K1/2PQ4/R3N3 w - - 4 48,d2b4
7k/8/6K1/2n5/8/3R4/1b6/1N6 w - - 41 123,d3d8
4N3/3n1r2/rk2pBp1/1p2PpPp/5P1P/pnQ4B/p1K1PN2/R7 w - - 0 57,c3c7
rnbqkbnr/ppppp2p/8/5pp1/4P3/7P/PPPP1PP1/RNBQKBNR w KQkq - 0 3,d1h5
3b4/8/5rnR/5Pk1/7R/3p4/K1B2p2/4N3 w - - 2 86,h6h5
7k/8/b2R3K/7P/1p6/8/4r2B/5R2 w - - 11 128,f1f8
3k4/RQ1n4/n2pr3/5p1r/3PP2p/B3PK2/7R/8 w - - 0 58,b7d7
1R6/N3b2k/3p1B2/3n3P/1r4P1/7P/4K3/5B1R w - - 2 52,b8h8
2b4N/8/pp1Bnkr1/P1P2p2/2B2pR1/5K1P/2r5/8 w - - 3 63,g4g6
1r2kb2/R5p1/r4pn1/2p2P2/n1b3p1/3QP2R/3K4/2B2B2 w - - 0 54,d3d7
r1k2bQ1/1bpp3r/q1P4p/1p4p1/2B5/1P2PN1P/P1P3P1/R1BQK2R w KQ - 1 22,g8f8
2b1k1n1/4r1r1/Q7/5RQ1/2PP1pNp/3Kp3/4P1PP/2b1NBR1 w - - 5 46,a6c8
5kn1/r2P1p2/2p3r1/1p1bP2N/1pP2BP1/5P2/n7/1R2K1R1 w - - 1 36,d7d8q
8/b1Nnk2p/2p2r2/2Pq3Q/ppR5/P4NP1/1P2P1bK/2B2R2 w - - 1 41,h5e8
r1bq1knr/1p1pppbp/1Q1B4/p1p3p1/2PP2P1/1n5N/PP1NPP1P/R3KB1R w KQ - 3 17,b6d8
5k2/4r2P/8/6p1/q1B5/6pK/8/8 w - - 1 115,h7h8q
k7/2R5/5N2/P2K1nR1/3B4/4P3/1p6/8 w - - 6 118,g5g8
1nB2k2/5p1P/pp6/1rpp1K2/P4P2/7P/5N2/4R3 w - - 3 61,h7h8q
1Bk2b2/6Q1/1p1p4/8/1P2p3/B2P4/R2R4/1N1Kn3 w - - 7 74,g7c7
5k2/8/5K2/7N/7r/8/2R5/8 w - - 20 134,c2c8
rn1k1bn1/pqpp1pQ1/1p6/3Pp2P/2P1P3/3KR1p1/5PP1/1NB2B1R w - - 0 30,g7f8
5bn1/p1p4r/n4p2/PQ4Bp/2pPk2P/2P5/1P2PPb1/4KB1R w - - 1 29,f1g2
1k1n3Q/8/1K5p/r6P/1p1p3R/pq6/P7/8 w - - 3 99,h8d8
1Q2N3/8/k7/7R/p2P4/P7/1K5P/6q1 w - - 0 89,e8c7
r3kB2/3b1p1r/2p3p1/p1QPp1Pp/P1q4P/1P1P1Pb1/R1R3Bn/2K3N1 w - - 2 47,c5e7
8/1b6/2p4k/3p1B1p/p1p3RP/P2Qb2B/8/4K1NR w K - 0 54,d3e3
rnbq1knr/2pp2b1/1p2p3/p4pNQ/8/PPNPP3/2PB1PPP/R3KB1R w KQ - 0 10,h5f7
8/5Q2/pP1kp2r/1P3p2/1KP5/8/8/6n1 w - - 3 78,f7c7
kr6/n2B4/1Br1R2n/6pp/2p5/1NPp1NP1/3K3P/R7 w - - 12 52,a1a7
rn6/7P/3b4/2p3p1/4R3/k7/p7/K1R5 w - - 18 107,c1c3
1r6/p1p3pp/bpn1pk1n/3rp2P/PP3B2/N1bPK2N/2P3P1/R2Q1R2 w - - 1 23,f4g5
2r1r1k1/pbp1R3/6p1/4Q2p/1P1p1pn1/P2P4/R1P1K3/1NB2B2 w - - 7 39,e5g7
4b3/3B4/1R6/k1K3bp/2p5/7R/N5P1/8 w - - 0 87,h3a3
k7/4Q3/3r4/5K2/8/1R6/8/8 w - - 43 188,e7b7
6r1/5p2/3Q1P2/1pp5/1pk3pP/1R6/bK6/8 w - - 3 79,d6d3
2k5/1r3Q1B/1pp5/np2p1p1/2p3Pp/Q1n3RN/3PP1K1/R7 w - - 1 40,a3f8
2Q5/p3k3/PR3p2/2p2P2/2Q1p1p1/P2P1P1P/n7/6KB w - - 1 58,c4e6
1nk5/rq1p4/2p1p3/6Q1/P1BPPBPr/6n1/N1P5/R3K1NR w - - 0 27,g5g8
2r3R1/p1p4k/P1p5/5p2/K4P2/4n1P1/B2N4/B3R3 w - - 7 86,e1h1
3k4/5B2/1P4p1/B3P3/8/1b6/6K1/2Q5 w - - 21 89,c1c7
r7/2bp4/3R4/k4N2/p7/KP1Bp1P1/4b1P1/4N3 w - - 1 70,b3b4
4b2k/5R2/1pr1Q3/1p2p2p/4R2P/2P5/5P2/1N3K2 w - - 3 78,e6e8
1q2kbnr/r2p4/8/pp2pQpp/1BP1bPp1/P2BP2N/nP5P/1R3K1R w k - 0 29,f5f8
3k4/8/pP3N2/P2K4/8/6p1/4R3/8 w - - 5 94,e2e8
4qbn1/4r1k1/n2Ppbr1/5p1Q/2p2PP1/N3B2R/4K3/6N1 w - - 1 59,h5h7
Q4r2/3Nk2p/8/p2pPB1p/P4PN1/b3PbP1/4R3/3KR3 w - - 15 57,a8f8
3k1b2/1np1p3/Pp1N1pQ1/3bpP1r/1q2P1Pp/3P1K1B/2P5/2R5 w - - 1 40,g6e8
6NB/n7/2bk4/p1p5/P1P2PB1/4K3/r4Q2/8 w - - 5 54,h8e5
8/8/7Q/1k6/6R1/6K1/8/5R2 w - - 2 146,f1f5
1n4r1/1bQ5/r3kp2/p2p2p1/1p1RPPp1/5P1P/8/B4KNR w - - 5 38,f4f5
1R6/4k2N/r1P4p/4P2B/5bpP/6P1/5P2/5KR1 w - - 7 44,b8e8
7k/R7/P7/r7/3N4/1B1r4/4R3/4K3 w - - 15 108,e2e8
k3n3/8/p3R3/4p3/5P2/3rP3/8/1R5K w - - 3 86,e6a6
6nk/1q1r3r/1N3N2/8/P7/2P1KP2/6R1/8 w - - 1 81,g2g8
rn1q1bn1/1b2pp1r/6k1/p1PP2pp/Pp3Q2/5NP1/RPP2PBP/1NB1K2R w - - 5 19,f4g5
r1k4b/1pq4b/p3p2n/3P2B1/P1Q1ppp1/5P2/2RP4/5K2 w - - 2 64,c4c7
1R3q1r/4Q3/b2p1npp/2B3k1/3p1pP1/4PP1P/2P5/1N1BK1NR w K - 6 39,h3h4
r1B3kr/1Q5p/4qp1P/2n3n1/R1Pp2P1/N4N2/2Kb4/2B5 w - - 0 49,b7g7
2q1k1nr/3p2b1/r1b1pQR1/5p1p/1pNPPP1P/P7/1BP1B1P1/2RK2N1 w - - 1 27,c4d6
q3n1rk/N2p2R1/1r2PQ1p/7P/p2B4/1P6/2P1P3/1K3BN1 w - - 0 47,f6h6
4k3/4Bb2/1N2R3/3P2p1/6P1/1p2pp1p/4B2P/4KNR1 w - - 2 54,e2b5
rnbqkbnr/1pppp2p/p4p2/6p1/5P2/2N1P3/PPPP2PP/R1BQKBNR w KQkq - 0 4,d1h5
1Q6/3p4/7k/5P2/p4P2/2p3p1/3r2P1/2K5 w - - 4 90,b8h8
2Q2r2/k7/p3PP1P/P7/1P2p3/4N3/6P1/2R2B1K w - - 5 68,c1c7
k3bN2/p7/P5q1/7r/1PP1Pp1P/1NBP1P1Q/p6K/1R6 w - - 9 68,h3c8
3r4/3kp3/7p/prQ5/pP1N1PPP/1R2PN1R/2K5/4B3 w - - 5 47,c5c6
2k5/2p4r/2P2p1p/1P2pn1P/2pbP3/P3B3/3N2R1/2N2K2 w - - 1 57,g2g8
rn6/8/p1p2P1k/3p3p/P5Q1/RPp5/2P2P1P/3KBb2 w - - 2 40,g4g7
r7/k1P1n3/7Q/pPp2B2/P7/3P1p2/4N3/1N2K3 w - - 1 59,h6a6
k7/6R1/3B4/2P2B2/8/8/6Pn/2K5 w - - 6 137,f5e4
8/8/3p1n2/3b3N/1r6/7k/Rb3Q2/5K2 w - - 25 109,f2g3
6rQ/1p6/p1p5/P2k3P/R5pK/b1p1PN1R/1P2B1P1/8 w - - 2 45,h8e5
rn6/8/P3p1p1/3p4/KBk5/b1q4R/P3N3/4R3 w - - 1 42,h3c3
rnbq1bnr/1ppk4/4p2p/p2P1pp1/P6P/2P2P2/1P1PQ1PR/RNB1KBN1 w Q - 0 10,e2e6
r3Nr1k/7p/p3b2Q/3P4/Pb3pP1/3pp1PB/1P5P/RN1K2R1 w - - 0 34,h6g7
4R3/2K5/8/3P3k/Pp6/7p/B5R1/7r w - - 0 79,e8h8
1k6/8/r2P1n1p/1p3p1P/1p3P2/8/4KR2/2Q3rB w - - 2 85,c1c7
k7/8/1Qn5/1N4p1/4P1P1/B4p2/5N2/2R4K w - - 7 83,b5c7
B5n1/6r1/6p1/p1k4p/5P1P/nRK1b1P1/4b3/3R4 w - - 1 58,d1d5
r1k2bn1/p1q1Qb1r/Npp5/4Bp1p/1P1pB1pP/2R5/4Kn2/1R2N3 w - - 4 43,e7c7
3b2r1/k1np4/8/N1p1P3/2P5/R5pp/6Q1/4K3 w - - 1 73,g2b7
2Q4B/k7/8/8/2K3P1/6n1/8/8 w - - 1 132,h8d4
6Q1/8/8/7p/7k/8/6K1/1q6 w - - 1 174,g8g3
r2q1bn1/2prp1p1/2n2p2/pp3b2/P2PPkPp/1P3P2/6BP/R2NK1NR w KQ - 0 18,g1h3
